$FLYS,1,,,,,,,,,,,
$VAR,FIRMWARE_VER,v2024.06.09.starter_pistol,,,,,,,,,,
$VAR,DEVICE_ID,0017003b3253501720373657,,,,,,,,,,
$VAR,SESSION_ID,724fd609f62a5cb068670fc0,,,,,,,,,,
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,numSV
$GNSS,2025-06-25T17:19:55.450Z,40.6549927,-115.4170709,2377.301,0.412,-7.953,6.486,0.381,0.666,0.158,16,
$GNSS,2025-06-25T17:19:55.500Z,40.6549929,-115.4170756,2376.985,0.408,-8.004,6.461,0.381,0.665,0.158,16,
$GNSS,2025-06-25T17:19:55.550Z,40.6549931,-115.4170803,2376.667,0.496,-7.954,6.374,0.381,0.665,0.156,16,
$GNSS,2025-06-25T17:19:55.600Z,40.6549934,-115.417085,2376.345,0.623,-7.996,6.341,0.381,0.664,0.156,16,
$GNSS,2025-06-25T17:19:55.650Z,40.6549937,-115.4170898,2376.021,0.555,-8.083,6.345,0.381,0.664,0.156,16,
$GNSS,2025-06-25T17:19:55.700Z,40.6549939,-115.4170946,2375.71,0.624,-8.126,6.267,0.381,0.663,0.155,16,
$GNSS,2025-06-25T17:19:55.750Z,40.6549942,-115.4170994,2375.399,0.614,-8.126,6.281,0.381,0.663,0.155,16,
$GNSS,2025-06-25T17:19:55.800Z,40.6549945,-115.4171042,2375.088,0.652,-8.147,6.233,0.381,0.663,0.155,16,
$GNSS,2025-06-25T17:19:55.850Z,40.6549949,-115.417109,2374.771,0.757,-8.114,6.256,0.381,0.662,0.155,16,
$GNSS,2025-06-25T17:19:55.900Z,40.6549952,-115.4171139,2374.455,0.745,-8.186,6.31,0.381,0.662,0.155,16,
$GNSS,2025-06-25T17:19:55.950Z,40.6549956,-115.4171188,2374.156,0.83,-8.263,6.158,0.381,0.661,0.155,16,
$GNSS,2025-06-25T17:19:56.000Z,40.654996,-115.4171236,2373.85,0.829,-8.222,6.079,0.381,0.661,0.155,16,
$GNSS,2025-06-25T17:19:56.050Z,40.6549964,-115.4171285,2373.54,0.949,-8.249,6.111,0.381,0.661,0.155,16,
$GNSS,2025-06-25T17:19:56.100Z,40.6549968,-115.4171334,2373.231,0.91,-8.254,6.112,0.381,0.66,0.154,16,
$GNSS,2025-06-25T17:19:56.150Z,40.6549973,-115.4171383,2372.921,0.964,-8.334,6.117,0.381,0.66,0.155,16,
$GNSS,2025-06-25T17:19:56.200Z,40.6549977,-115.4171432,2372.616,0.975,-8.262,6.118,0.381,0.659,0.154,16,
$GNSS,2025-06-25T17:19:56.250Z,40.6549982,-115.4171481,2372.312,1.078,-8.274,6.112,0.381,0.659,0.154,16,
$GNSS,2025-06-25T17:19:56.300Z,40.6549987,-115.417153,2372.006,1.137,-8.346,6.055,0.381,0.659,0.154,16,
$GNSS,2025-06-25T17:19:56.350Z,40.6549993,-115.4171579,2371.707,1.267,-8.287,5.996,0.381,0.658,0.154,16,
$GNSS,2025-06-25T17:19:56.400Z,40.6549998,-115.4171628,2371.419,1.183,-8.337,5.893,0.381,0.658,0.155,16,
$GNSS,2025-06-25T17:19:56.450Z,40.6550005,-115.4171677,2371.122,1.367,-8.304,5.89,0.381,0.658,0.155,16,
$GNSS,2025-06-25T17:19:56.500Z,40.6550011,-115.4171726,2370.831,1.426,-8.284,5.845,0.381,0.657,0.155,16,
$GNSS,2025-06-25T17:19:56.550Z,40.6550017,-115.4171775,2370.537,1.383,-8.405,5.759,0.381,0.657,0.155,16,
$GNSS,2025-06-25T17:19:56.600Z,40.6550024,-115.4171824,2370.257,1.499,-8.287,5.697,0.382,0.657,0.174,16,
$GNSS,2025-06-25T17:19:56.650Z,40.655003,-115.4171874,2369.98,1.421,-8.368,5.618,0.382,0.657,0.177,16,
$GNSS,2025-06-25T17:19:56.700Z,40.6550037,-115.4171923,2369.695,1.473,-8.373,5.631,0.382,0.657,0.159,16,
$GNSS,2025-06-25T17:19:56.750Z,40.6550044,-115.4171973,2369.416,1.51,-8.34,5.555,0.382,0.657,0.161,16,
$GNSS,2025-06-25T17:19:56.800Z,40.6550051,-115.4172021,2369.148,1.549,-8.257,5.467,0.382,0.656,0.159,16,
$GNSS,2025-06-25T17:19:56.850Z,40.6550058,-115.4172071,2368.878,1.657,-8.37,5.509,0.382,0.656,0.161,16,
$GNSS,2025-06-25T17:19:56.900Z,40.6550066,-115.417212,2368.605,1.681,-8.368,5.548,0.382,0.656,0.161,16,
$GNSS,2025-06-25T17:19:56.950Z,40.6550074,-115.417217,2368.333,1.695,-8.378,5.459,0.382,0.655,0.159,16,
$GNSS,2025-06-25T17:19:57.000Z,40.6550081,-115.4172219,2368.06,1.736,-8.455,5.425,0.382,0.655,0.158,16,
$GNSS,2025-06-25T17:19:57.050Z,40.6550089,-115.4172269,2367.8,1.669,-8.337,5.319,0.382,0.654,0.158,16,
$GNSS,2025-06-25T17:19:57.100Z,40.6550097,-115.4172318,2367.53,1.757,-8.337,5.313,0.381,0.654,0.157,16,
$GNSS,2025-06-25T17:19:57.150Z,40.6550105,-115.4172368,2367.265,1.805,-8.431,5.297,0.381,0.653,0.158,16,
$GNSS,2025-06-25T17:19:57.200Z,40.6550113,-115.4172417,2367.001,1.869,-8.372,5.346,0.381,0.653,0.164,16,
$GNSS,2025-06-25T17:19:57.250Z,40.6550122,-115.4172466,2366.736,1.979,-8.334,5.278,0.381,0.653,0.166,16,
$GNSS,2025-06-25T17:19:57.300Z,40.6550131,-115.4172515,2366.486,1.932,-8.334,5.193,0.381,0.653,0.166,16,
$GNSS,2025-06-25T17:19:57.350Z,40.655014,-115.4172564,2366.225,1.974,-8.328,5.191,0.381,0.652,0.166,16,
$GNSS,2025-06-25T17:19:57.400Z,40.6550149,-115.4172613,2365.967,2.031,-8.335,5.176,0.381,0.652,0.166,16,
$GNSS,2025-06-25T17:19:57.450Z,40.6550159,-115.4172662,2365.708,2.058,-8.275,5.126,0.381,0.652,0.166,16,
$GNSS,2025-06-25T17:19:57.500Z,40.6550168,-115.4172711,2365.446,2.077,-8.26,5.139,0.381,0.652,0.167,16,
$GNSS,2025-06-25T17:19:57.550Z,40.6550178,-115.4172759,2365.19,2.118,-8.218,5.107,0.381,0.651,0.167,16,
$GNSS,2025-06-25T17:19:57.600Z,40.6550187,-115.4172808,2364.941,2.17,-8.245,5.078,0.381,0.651,0.167,16,
$GNSS,2025-06-25T17:19:57.650Z,40.6550197,-115.4172857,2364.7,2.15,-8.334,5.001,0.381,0.651,0.166,16,
$GNSS,2025-06-25T17:19:57.700Z,40.6550207,-115.4172906,2364.453,2.17,-8.228,4.985,0.381,0.651,0.166,16,
$GNSS,2025-06-25T17:19:57.750Z,40.6550217,-115.4172954,2364.192,2.251,-8.196,4.948,0.381,0.65,0.166,16,
$GNSS,2025-06-25T17:19:57.800Z,40.6550228,-115.4173003,2363.956,2.35,-8.223,4.792,0.381,0.65,0.166,16,
$GNSS,2025-06-25T17:19:57.850Z,40.6550239,-115.4173052,2363.72,2.36,-8.264,4.745,0.381,0.65,0.167,16,
$GNSS,2025-06-25T17:19:57.900Z,40.6550249,-115.41731,2363.478,2.288,-8.228,4.732,0.381,0.65,0.167,16,
$GNSS,2025-06-25T17:19:57.950Z,40.655026,-115.4173149,2363.245,2.365,-8.256,4.687,0.381,0.649,0.168,16,
$GNSS,2025-06-25T17:19:58.000Z,40.655027,-115.4173197,2363.019,2.33,-8.224,4.598,0.381,0.649,0.168,16,
$GNSS,2025-06-25T17:19:58.050Z,40.6550281,-115.4173246,2362.788,2.361,-8.207,4.536,0.381,0.649,0.168,16,
$GNSS,2025-06-25T17:19:58.100Z,40.6550291,-115.4173294,2362.557,2.322,-8.155,4.508,0.381,0.649,0.167,16,
$GNSS,2025-06-25T17:19:58.150Z,40.6550302,-115.4173342,2362.333,2.335,-8.144,4.432,0.381,0.649,0.168,16,
$GNSS,2025-06-25T17:19:58.200Z,40.6550313,-115.417339,2362.104,2.356,-8.116,4.485,0.381,0.649,0.168,16,
$GNSS,2025-06-25T17:19:58.250Z,40.6550324,-115.4173437,2361.883,2.359,-8.07,4.447,0.381,0.649,0.17,16,
$GNSS,2025-06-25T17:19:58.300Z,40.6550334,-115.4173485,2361.665,2.349,-8.107,4.362,0.381,0.649,0.169,16,
$GNSS,2025-06-25T17:19:58.350Z,40.6550345,-115.4173533,2361.446,2.366,-8.123,4.361,0.381,0.649,0.176,16,
$GNSS,2025-06-25T17:19:58.400Z,40.6550355,-115.4173581,2361.235,2.231,-8.047,4.417,0.381,0.649,0.173,16,
$GNSS,2025-06-25T17:19:58.450Z,40.6550365,-115.4173628,2360.998,2.249,-8.059,4.483,0.381,0.648,0.174,16,
$GNSS,2025-06-25T17:19:58.500Z,40.6550376,-115.4173676,2360.762,2.343,-8.024,4.386,0.381,0.648,0.16,16,
$GNSS,2025-06-25T17:19:58.550Z,40.6550387,-115.4173724,2360.545,2.284,-8.048,4.317,0.381,0.648,0.163,16,
$GNSS,2025-06-25T17:19:58.600Z,40.6550396,-115.4173771,2360.331,2.235,-7.999,4.39,0.381,0.647,0.17,16,
$GNSS,2025-06-25T17:19:58.650Z,40.6550406,-115.4173818,2360.102,2.133,-7.959,4.497,0.381,0.647,0.163,16,
$GNSS,2025-06-25T17:19:58.700Z,40.6550416,-115.4173865,2359.882,2.195,-7.944,4.424,0.381,0.647,0.163,16,
$GNSS,2025-06-25T17:19:58.750Z,40.6550426,-115.4173912,2359.669,2.118,-7.962,4.367,0.38,0.647,0.163,16,
$GNSS,2025-06-25T17:19:58.800Z,40.6550435,-115.4173958,2359.446,2.103,-7.856,4.37,0.38,0.647,0.168,16,
$GNSS,2025-06-25T17:19:58.850Z,40.6550445,-115.4174004,2359.218,2.066,-7.829,4.369,0.38,0.646,0.168,16,
$GNSS,2025-06-25T17:19:58.900Z,40.6550454,-115.4174051,2358.989,2.094,-7.876,4.477,0.38,0.646,0.168,16,
$GNSS,2025-06-25T17:19:58.950Z,40.6550463,-115.4174097,2358.771,2.023,-7.818,4.439,0.38,0.646,0.168,16,
$GNSS,2025-06-25T17:19:59.000Z,40.6550472,-115.4174143,2358.554,1.955,-7.835,4.424,0.38,0.646,0.168,16,
$GNSS,2025-06-25T17:19:59.050Z,40.6550481,-115.4174188,2358.334,1.912,-7.683,4.385,0.379,0.646,0.168,16,
$GNSS,2025-06-25T17:19:59.100Z,40.655049,-115.4174235,2358.109,1.94,-7.822,4.439,0.379,0.646,0.168,16,
$GNSS,2025-06-25T17:19:59.150Z,40.6550498,-115.417428,2357.89,1.904,-7.733,4.394,0.379,0.646,0.168,16,
$GNSS,2025-06-25T17:19:59.200Z,40.6550507,-115.4174326,2357.664,1.874,-7.74,4.403,0.379,0.646,0.168,16,
$GNSS,2025-06-25T17:19:59.250Z,40.6550515,-115.4174372,2357.446,1.825,-7.714,4.359,0.379,0.646,0.168,16,
$GNSS,2025-06-25T17:19:59.300Z,40.6550523,-115.4174416,2357.229,1.799,-7.586,4.382,0.378,0.646,0.168,16,
$GNSS,2025-06-25T17:19:59.350Z,40.6550532,-115.4174461,2357.008,1.808,-7.604,4.389,0.378,0.646,0.168,16,
$GNSS,2025-06-25T17:19:59.400Z,40.6550539,-115.4174507,2356.799,1.763,-7.657,4.363,0.378,0.645,0.168,16,
$GNSS,2025-06-25T17:19:59.450Z,40.6550547,-115.4174552,2356.576,1.729,-7.651,4.378,0.378,0.645,0.168,16,
$GNSS,2025-06-25T17:19:59.500Z,40.6550555,-115.4174596,2356.344,1.715,-7.568,4.418,0.378,0.645,0.168,16,
$GNSS,2025-06-25T17:19:59.550Z,40.6550563,-115.417464,2356.126,1.628,-7.459,4.416,0.378,0.645,0.169,16,
$GNSS,2025-06-25T17:19:59.600Z,40.655057,-115.4174685,2355.903,1.734,-7.576,4.424,0.377,0.645,0.168,16,
$GNSS,2025-06-25T17:19:59.650Z,40.6550578,-115.417473,2355.684,1.619,-7.6,4.361,0.377,0.645,0.158,16,
$GNSS,2025-06-25T17:19:59.700Z,40.6550585,-115.4174775,2355.466,1.565,-7.528,4.399,0.377,0.645,0.159,16,
$GNSS,2025-06-25T17:19:59.750Z,40.6550592,-115.4174819,2355.238,1.553,-7.511,4.49,0.377,0.645,0.16,16,
$GNSS,2025-06-25T17:19:59.800Z,40.6550599,-115.4174863,2355.022,1.592,-7.376,4.472,0.377,0.645,0.16,16,
$GNSS,2025-06-25T17:19:59.850Z,40.6550607,-115.4174906,2354.801,1.69,-7.38,4.443,0.377,0.644,0.159,16,
$GNSS,2025-06-25T17:19:59.900Z,40.6550614,-115.417495,2354.573,1.585,-7.368,4.439,0.377,0.644,0.159,16,
$GNSS,2025-06-25T17:19:59.950Z,40.655062,-115.4174994,2354.356,1.499,-7.447,4.474,0.376,0.644,0.167,16,
$GNSS,2025-06-25T17:20:00.050Z,40.6550634,-115.4175081,2353.903,1.53,-7.324,4.546,0.377,0.646,0.181,16,
$GNSS,2025-06-25T17:20:00.100Z,40.6550641,-115.4175124,2353.673,1.527,-7.334,4.571,0.377,0.646,0.18,16,
$GNSS,2025-06-25T17:20:00.150Z,40.6550648,-115.4175167,2353.445,1.523,-7.162,4.541,0.377,0.646,0.168,16,
$GNSS,2025-06-25T17:20:00.200Z,40.6550655,-115.417521,2353.211,1.501,-7.265,4.521,0.377,0.647,0.167,16,
$GNSS,2025-06-25T17:20:00.250Z,40.6550662,-115.4175252,2352.981,1.462,-7.237,4.583,0.377,0.647,0.169,16,
$GNSS,2025-06-25T17:20:00.300Z,40.6550669,-115.4175295,2352.751,1.571,-7.22,4.678,0.377,0.647,0.169,16,
$GNSS,2025-06-25T17:20:00.350Z,40.6550676,-115.4175338,2352.515,1.596,-7.216,4.659,0.377,0.648,0.166,16,
$GNSS,2025-06-25T17:20:00.400Z,40.6550683,-115.417538,2352.279,1.572,-7.072,4.643,0.377,0.649,0.167,16,
$GNSS,2025-06-25T17:20:00.450Z,40.6550691,-115.4175423,2352.041,1.606,-7.267,4.643,0.377,0.649,0.167,16,
$GNSS,2025-06-25T17:20:00.500Z,40.6550698,-115.4175465,2351.809,1.552,-7.158,4.594,0.377,0.649,0.168,16,
$GNSS,2025-06-25T17:20:00.550Z,40.6550705,-115.4175507,2351.561,1.64,-7.144,4.667,0.377,0.65,0.166,16,
$GNSS,2025-06-25T17:20:00.600Z,40.6550713,-115.4175549,2351.332,1.7,-7.069,4.739,0.377,0.65,0.166,16,
$GNSS,2025-06-25T17:20:00.650Z,40.655072,-115.4175591,2351.104,1.678,-7.028,4.747,0.377,0.65,0.166,16,
$GNSS,2025-06-25T17:20:00.700Z,40.6550728,-115.4175633,2350.863,1.693,-7.087,4.806,0.377,0.651,0.166,16,
$GNSS,2025-06-25T17:20:00.750Z,40.6550736,-115.4175675,2350.616,1.656,-7.095,4.748,0.377,0.651,0.166,16,
$GNSS,2025-06-25T17:20:00.800Z,40.6550744,-115.4175717,2350.37,1.701,-7.14,4.75,0.377,0.652,0.166,16,
$GNSS,2025-06-25T17:20:00.850Z,40.6550752,-115.4175759,2350.13,1.835,-7.092,4.764,0.377,0.652,0.166,16,
$GNSS,2025-06-25T17:20:00.900Z,40.6550759,-115.4175799,2349.894,1.635,-6.898,4.694,0.377,0.652,0.166,16,
$GNSS,2025-06-25T17:20:00.950Z,40.6550767,-115.417584,2349.659,1.729,-6.87,4.782,0.377,0.653,0.167,16,
$GNSS,2025-06-25T17:20:01.000Z,40.6550775,-115.4175881,2349.401,1.768,-7.001,4.865,0.377,0.653,0.167,16,
$GNSS,2025-06-25T17:20:01.050Z,40.6550784,-115.4175923,2349.159,1.905,-7.019,4.869,0.377,0.653,0.168,16,
$GNSS,2025-06-25T17:20:01.100Z,40.6550792,-115.4175964,2348.922,1.756,-6.946,4.777,0.377,0.654,0.167,16,
$GNSS,2025-06-25T17:20:01.150Z,40.65508,-115.4176005,2348.677,1.701,-6.972,4.783,0.377,0.654,0.166,16,
$GNSS,2025-06-25T17:20:01.200Z,40.6550808,-115.4176046,2348.441,1.766,-6.894,4.822,0.377,0.654,0.167,16,
$GNSS,2025-06-25T17:20:01.250Z,40.6550816,-115.4176086,2348.18,1.814,-6.851,4.917,0.377,0.655,0.168,16,
$GNSS,2025-06-25T17:20:01.300Z,40.6550825,-115.4176128,2347.93,1.914,-6.975,4.892,0.377,0.655,0.167,16,
$GNSS,2025-06-25T17:20:01.350Z,40.6550833,-115.4176169,2347.68,1.842,-6.923,4.844,0.377,0.655,0.167,16,
$GNSS,2025-06-25T17:20:01.400Z,40.6550841,-115.4176209,2347.448,1.767,-6.851,4.781,0.377,0.656,0.166,16,
$GNSS,2025-06-25T17:20:01.450Z,40.6550849,-115.4176251,2347.208,1.809,-6.948,4.818,0.377,0.656,0.168,16,
$GNSS,2025-06-25T17:20:01.500Z,40.6550858,-115.4176292,2346.959,1.84,-6.924,4.892,0.377,0.656,0.169,16,
$GNSS,2025-06-25T17:20:01.550Z,40.6550866,-115.4176331,2346.706,1.836,-6.783,4.875,0.377,0.657,0.17,16,
$GNSS,2025-06-25T17:20:01.600Z,40.6550875,-115.4176372,2346.473,1.911,-6.822,4.78,0.377,0.657,0.171,16,
$GNSS,2025-06-25T17:20:01.650Z,40.6550883,-115.4176412,2346.222,1.802,-6.811,4.754,0.377,0.657,0.17,16,
$GNSS,2025-06-25T17:20:01.700Z,40.6550891,-115.4176453,2345.975,1.828,-6.84,4.765,0.377,0.657,0.179,16,
$GNSS,2025-06-25T17:20:01.750Z,40.6550899,-115.4176493,2345.716,1.736,-6.913,4.856,0.377,0.657,0.187,16,
$GNSS,2025-06-25T17:20:01.800Z,40.6550908,-115.4176535,2345.477,1.908,-6.999,4.875,0.377,0.657,0.184,16,
$GNSS,2025-06-25T17:20:01.850Z,40.6550916,-115.4176575,2345.24,1.915,-6.824,4.927,0.377,0.657,0.185,16,
$GNSS,2025-06-25T17:20:01.900Z,40.6550925,-115.4176616,2344.984,1.856,-6.892,4.978,0.377,0.657,0.186,16,
$GNSS,2025-06-25T17:20:01.950Z,40.6550933,-115.4176657,2344.745,1.865,-6.888,4.922,0.377,0.657,0.179,16,
$GNSS,2025-06-25T17:20:02.000Z,40.6550942,-115.4176698,2344.495,1.905,-6.9,4.934,0.377,0.656,0.167,16,
$GNSS,2025-06-25T17:20:02.050Z,40.655095,-115.417674,2344.241,1.84,-7.001,4.935,0.377,0.655,0.164,16,
$GNSS,2025-06-25T17:20:02.100Z,40.6550959,-115.4176781,2343.971,1.868,-6.947,5.003,0.376,0.655,0.162,16,
$GNSS,2025-06-25T17:20:02.150Z,40.6550967,-115.4176822,2343.716,1.865,-6.953,5.039,0.376,0.654,0.162,16,
$GNSS,2025-06-25T17:20:02.200Z,40.6550976,-115.4176864,2343.469,1.962,-7.014,5.095,0.376,0.654,0.161,16,
$GNSS,2025-06-25T17:20:02.250Z,40.6550985,-115.4176905,2343.205,1.927,-6.932,5.101,0.376,0.653,0.161,16,
$GNSS,2025-06-25T17:20:02.300Z,40.6550993,-115.4176947,2342.949,1.833,-7.043,5.092,0.376,0.653,0.161,16,
$GNSS,2025-06-25T17:20:02.350Z,40.6551002,-115.4176988,2342.69,1.877,-6.998,5.126,0.376,0.652,0.161,16,
$GNSS,2025-06-25T17:20:02.400Z,40.655101,-115.4177029,2342.441,1.923,-6.973,5.123,0.375,0.652,0.161,16,
$GNSS,2025-06-25T17:20:02.450Z,40.6551019,-115.4177071,2342.182,1.879,-7.057,5.135,0.375,0.651,0.161,16,
$GNSS,2025-06-25T17:20:02.500Z,40.6551027,-115.4177113,2341.914,1.77,-7.065,5.164,0.375,0.65,0.161,16,
$GNSS,2025-06-25T17:20:02.550Z,40.6551035,-115.4177154,2341.649,1.814,-7.023,5.178,0.375,0.65,0.161,16,
$GNSS,2025-06-25T17:20:02.600Z,40.6551043,-115.4177196,2341.386,1.763,-7.047,5.204,0.375,0.649,0.161,16,
$GNSS,2025-06-25T17:20:02.650Z,40.6551051,-115.4177238,2341.131,1.82,-7.064,5.19,0.375,0.649,0.16,16,
$GNSS,2025-06-25T17:20:02.700Z,40.6551059,-115.417728,2340.87,1.788,-7.091,5.23,0.374,0.649,0.161,16,
$GNSS,2025-06-25T17:20:02.750Z,40.6551067,-115.4177322,2340.611,1.757,-7.076,5.134,0.374,0.648,0.173,16,
$GNSS,2025-06-25T17:20:02.800Z,40.6551074,-115.4177364,2340.353,1.669,-7.081,5.068,0.374,0.648,0.175,16,
$GNSS,2025-06-25T17:20:02.850Z,40.6551082,-115.4177406,2340.09,1.701,-7.111,5.19,0.374,0.648,0.177,16,
$GNSS,2025-06-25T17:20:02.900Z,40.655109,-115.4177448,2339.824,1.729,-7.078,5.272,0.374,0.648,0.179,16,
$GNSS,2025-06-25T17:20:02.950Z,40.6551097,-115.417749,2339.567,1.66,-7.056,5.202,0.374,0.648,0.174,16,
$GNSS,2025-06-25T17:20:03.000Z,40.6551105,-115.4177532,2339.303,1.679,-7.081,5.17,0.374,0.648,0.172,16,
$GNSS,2025-06-25T17:20:03.050Z,40.6551113,-115.4177574,2339.033,1.654,-7.03,5.167,0.374,0.647,0.188,16,
$GNSS,2025-06-25T17:20:03.100Z,40.655112,-115.4177617,2338.787,1.739,-7.288,5.128,0.374,0.647,0.177,16,
$GNSS,2025-06-25T17:20:03.150Z,40.6551128,-115.4177659,2338.526,1.718,-7.133,5.199,0.374,0.647,0.194,16,
$GNSS,2025-06-25T17:20:03.200Z,40.6551135,-115.4177702,2338.249,1.619,-7.122,5.274,0.374,0.647,0.2,16,
$GNSS,2025-06-25T17:20:03.250Z,40.6551142,-115.4177745,2337.998,1.52,-7.263,5.144,0.374,0.648,0.203,16,
$GNSS,2025-06-25T17:20:03.300Z,40.6551149,-115.4177787,2337.736,1.604,-7.214,5.191,0.374,0.648,0.208,16,
$GNSS,2025-06-25T17:20:03.350Z,40.6551156,-115.417783,2337.484,1.577,-7.282,5.142,0.374,0.648,0.206,16,
$GNSS,2025-06-25T17:20:03.400Z,40.6551163,-115.4177874,2337.224,1.592,-7.247,5.135,0.375,0.648,0.208,16,
$GNSS,2025-06-25T17:20:03.450Z,40.655117,-115.4177917,2336.961,1.61,-7.302,5.214,0.375,0.649,0.21,16,
$GNSS,2025-06-25T17:20:03.500Z,40.6551177,-115.4177961,2336.692,1.489,-7.396,5.239,0.375,0.649,0.209,16,
$GNSS,2025-06-25T17:20:03.550Z,40.6551184,-115.4178005,2336.425,1.461,-7.422,5.26,0.375,0.65,0.211,16,
$GNSS,2025-06-25T17:20:03.600Z,40.655119,-115.4178049,2336.161,1.495,-7.503,5.243,0.376,0.65,0.213,16,
$GNSS,2025-06-25T17:20:03.650Z,40.6551197,-115.4178092,2335.898,1.48,-7.398,5.231,0.376,0.651,0.214,16,
$GNSS,2025-06-25T17:20:03.700Z,40.6551203,-115.4178136,2335.644,1.484,-7.501,5.212,0.376,0.651,0.215,16,
$GNSS,2025-06-25T17:20:03.750Z,40.655121,-115.4178181,2335.362,1.448,-7.478,5.27,0.377,0.652,0.215,16,
$GNSS,2025-06-25T17:20:03.800Z,40.6551216,-115.4178225,2335.097,1.441,-7.524,5.266,0.377,0.652,0.216,16,
$GNSS,2025-06-25T17:20:03.850Z,40.6551222,-115.4178269,2334.83,1.379,-7.469,5.267,0.378,0.653,0.217,16,
$GNSS,2025-06-25T17:20:03.900Z,40.6551228,-115.4178313,2334.566,1.318,-7.545,5.259,0.378,0.653,0.215,16,
$GNSS,2025-06-25T17:20:03.950Z,40.6551234,-115.4178358,2334.294,1.356,-7.57,5.274,0.378,0.654,0.215,16,
$GNSS,2025-06-25T17:20:04.000Z,40.655124,-115.4178402,2334.035,1.326,-7.524,5.277,0.379,0.655,0.216,16,
$GNSS,2025-06-25T17:20:04.050Z,40.6551246,-115.4178448,2333.75,1.276,-7.588,5.324,0.379,0.655,0.215,16,
$GNSS,2025-06-25T17:20:04.100Z,40.6551251,-115.4178492,2333.498,1.247,-7.664,5.253,0.38,0.656,0.215,16,
$GNSS,2025-06-25T17:20:04.150Z,40.6551256,-115.4178537,2333.238,1.239,-7.707,5.282,0.38,0.656,0.216,16,
$GNSS,2025-06-25T17:20:04.200Z,40.6551261,-115.4178582,2332.977,1.141,-7.648,5.296,0.381,0.657,0.215,16,
$GNSS,2025-06-25T17:20:04.250Z,40.6551268,-115.4178629,2332.677,1.255,-7.64,5.353,0.381,0.658,0.218,16,
$GNSS,2025-06-25T17:20:04.300Z,40.6551272,-115.4178674,2332.427,1.109,-7.718,5.21,0.382,0.658,0.218,16,
$GNSS,2025-06-25T17:20:04.350Z,40.6551277,-115.417872,2332.175,1.131,-7.816,5.193,0.382,0.659,0.219,16,
$GNSS,2025-06-25T17:20:04.400Z,40.6551282,-115.4178766,2331.904,1.156,-7.864,5.273,0.383,0.66,0.22,16,
$GNSS,2025-06-25T17:20:04.450Z,40.6551288,-115.4178816,2331.626,1.159,-8.152,5.298,0.383,0.661,0.23,16,
$GNSS,2025-06-25T17:20:04.500Z,40.6551293,-115.4178865,2331.356,1.105,-8.244,5.377,0.382,0.659,0.195,16,
$GNSS,2025-06-25T17:20:04.550Z,40.6551298,-115.4178913,2331.074,1.017,-8.134,5.417,0.382,0.66,0.183,16,
$GNSS,2025-06-25T17:20:04.600Z,40.6551301,-115.417896,2330.814,0.954,-7.954,5.367,0.381,0.659,0.166,16,
$GNSS,2025-06-25T17:20:04.650Z,40.6551305,-115.4179007,2330.564,0.879,-7.927,5.358,0.38,0.658,0.162,16,
$GNSS,2025-06-25T17:20:04.700Z,40.6551309,-115.4179054,2330.297,0.885,-7.927,5.337,0.38,0.657,0.159,16,
$GNSS,2025-06-25T17:20:04.750Z,40.6551313,-115.4179101,2330.018,0.812,-7.958,5.283,0.38,0.657,0.162,16,
$GNSS,2025-06-25T17:20:04.800Z,40.6551317,-115.4179148,2329.764,0.971,-7.97,5.196,0.379,0.657,0.165,16,
$GNSS,2025-06-25T17:20:04.850Z,40.655132,-115.4179196,2329.519,0.927,-8.011,5.187,0.379,0.656,0.164,16,
$GNSS,2025-06-25T17:20:04.900Z,40.6551324,-115.4179243,2329.244,0.761,-7.924,5.195,0.379,0.656,0.164,16,
$GNSS,2025-06-25T17:20:04.950Z,40.6551327,-115.417929,2328.98,0.72,-7.917,5.207,0.378,0.656,0.163,16,
$GNSS,2025-06-25T17:20:05.000Z,40.655133,-115.4179337,2328.732,0.755,-7.925,5.218,0.378,0.656,0.167,16,
$GNSS,2025-06-25T17:20:05.050Z,40.6551334,-115.4179384,2328.469,0.74,-7.931,5.291,0.378,0.655,0.168,16,
$GNSS,2025-06-25T17:20:05.100Z,40.6551337,-115.4179431,2328.213,0.701,-7.989,5.174,0.378,0.655,0.166,16,
$GNSS,2025-06-25T17:20:05.150Z,40.655134,-115.4179479,2327.948,0.698,-8.001,5.176,0.378,0.655,0.163,16,
$GNSS,2025-06-25T17:20:05.200Z,40.6551343,-115.4179525,2327.683,0.636,-7.93,5.166,0.377,0.654,0.163,16,
$GNSS,2025-06-25T17:20:05.250Z,40.6551346,-115.4179573,2327.426,0.64,-8.037,5.156,0.377,0.654,0.164,16,
$GNSS,2025-06-25T17:20:05.300Z,40.6551348,-115.417962,2327.162,0.533,-7.959,5.241,0.377,0.654,0.154,16,
$GNSS,2025-06-25T17:20:05.350Z,40.655135,-115.4179668,2326.903,0.506,-7.954,5.226,0.377,0.654,0.153,16,
$GNSS,2025-06-25T17:20:05.400Z,40.6551353,-115.4179714,2326.643,0.527,-7.899,5.211,0.377,0.653,0.164,16,
$GNSS,2025-06-25T17:20:05.450Z,40.6551355,-115.4179761,2326.382,0.498,-7.942,5.163,0.377,0.653,0.164,16,
